already_projected_amount,co_benefits,costs_and_benefits_private,costs_and_benefits_public,filename,funding,ghg_reduction_2020,ghg_reduction_2025,ghg_reduction_2030,ghg_reduction_2035,ghg_reduction_2040,ghg_reduction_2050,is_adaptation_policy,is_emissions_reduction_policy,policy_description,quantification_of_ghg_emissions_reductions,relative_cost,responsibility_or_implementation,responsibility_or_implementation_details,sector,supporting_activities,target_or_performance_metric,target_year,timeframe
,,,,CA_City_DelMar_2016_files_part58.htm,,29 MTCO2e,,,68 MTCO2e,,,False,True,Residential Efficiency Retrofits— Multi-Family Homes,,,Facilitate,Facilitate the permit process for 25 percent of planning or building applications for solar projects by 2020 (beyond state requirements),Residential,,20-percent energy reduction in 10 percent of multi-family homes by 2020 and a 50-percent energy reduction in 20 percent of multi-family homes by 2035.,2020,
,,,,CA_County_SanDiego_2018_files_part63.htm,,,,,,,,False,True,"Conduct additional outreach to increase participation in the County’s vanpool, carpool, and transit pass subsidy programs, and the GWOW Program",,Medium,,DHR & DGS,Transportation,,,,Ongoing
,,,,CA_County_SanDiego_2018_files_part63.htm,,,,,,,,False,True,Encourage employees to participate in the San Diego Association of Governments’ (SANDAG) iCommute Program,,,,,Transportation,,,,Ongoing
,,,,CA_County_SanDiego_2018_files_part63.htm,,,,2030,,,,False,True,County employee commute VMT reduced by 20% below 2014 levels,,,,,Transportation,,VMT reduced by 20% below 2014 levels,2030,2030
,,,,CA_County_SanDiego_2018_files_part151.htm,,,,,,,,True,False,Require installation of water-efficient appliances and plumbing fixtures in all new residential construction pursuant to Tier 1 of the California Green Building Standards Code (CALGreen) by 2020,,,,,,,,2020,
There is no projection for this measure.,,Costs to electricity customers will be a function of the Clean Energy Alliance rate structure and the proportion of renewable energy purchased through the program.,"Costs to the City of Carlsbad are from staff and financial contributions to the Clean Energy Alliance Joint Powers Authority and, if needed, the purchase of renewable energy credits.",CA_City_Carlsbad_2020_files_part106.htm,,,,,"56,207 MTCO2e",,,False,True,Measure P: Increase the Proportion of Clean Electricity in Community Energy Consumption,The GHG emissions reductions anticipated with this measure are derived from the Community Choice Energy Technical Feasibility Study.,,Clean Energy Alliance Joint Powers Authority,The Clean Energy Alliance Joint Powers Authority and its staff are responsible for implementing the Community Choice Energy program. Electricity customers can choose the proportion of renewable energy they consume (50% or 100%).,Energy,Continue participation in the Clean Energy Alliance Community Choice Energy program,Achieve 100% renewable electricity by 2030 for 95% of the residential bundled load and 85% commercial + industrial bundled load.,2030,2030
,,,,CA_County_SanDiego_2018_files_part180.htm,,,,,,,,True,False,"1,200 rain barrels installed",,,,,Water Management,,"Install 1,200 rain barrels",,2020
,,,,CA_County_SanDiego_2018_files_part180.htm,,,,,,,,True,False,"2,000 rain barrels installed",,,,,Water Management,,"Install 2,000 rain barrels",,2030
,,,,CA_County_SanDiego_2018_files_part180.htm,,,,,,,,False,True,Convert Farm Equipment to Electric,,,,,Agriculture,,,,
,,,,CA_County_SanDiego_2018_files_part180.htm,,,,,,,,False,True,Convert Stationary Irrigation Pumps to Electric,,,,,Agriculture,,,,
,,,,CA_County_SanDiego_2018_files_part180.htm,,,,,,,,True,True,Increase Residential Tree Planting,,,,,Urban Forestry,,,,
,,,,CA_County_SanDiego_2018_files_part180.htm,,,,,,,,True,True,Increase County Tree Planting,,,,,Urban Forestry,,,,
,,,,CA_City_NationalCity_2011_files_part31.htm,,,,,,,,False,True,Adopt water efficiency principles similar to the Ahwahnee Water Principles for Resource Effi-cient Land Use for new and existing residential and commercial developments.,5993,,,,,,,,2011-2015
,,,,CA_City_NationalCity_2011_files_part31.htm,,,,,,,,False,True,Work with EDCO to encourage waste audits and waste reduction plans for existing and new commercial developments.,4895,,,,,,,,2011-2015
,,,,CA_City_NationalCity_2011_files_part31.htm,,,,,,,,False,True,"Encourage employers to institute programs that provide financial incentives for commuters to reduce their vehicle trips and use alternative transportation modes like walking, bicycling, public transit, and carpooling.",3838,,,,,,,,2011-2030
,,,,CA_City_NationalCity_2011_files_part31.htm,,,,,,,,False,True,"Encourage private development projects to exceed the energy efficiency requirements of CalGreen by providing technical assistance, financial incentives, and other encouragements.",2736,,,,,,,,2015-2020
,,,,CA_City_NationalCity_2011_files_part31.htm,,,,,,,,False,True,Adopt an energy financing program to encourage energy efficiency retrofits in existing buildings.,2531,,,,,,,,2011-2015
,,,,CA_City_NationalCity_2011_files_part31.htm,,,,,,,,False,True,"Implement strategies that prioritize parking for high occupancy vehicles (HOVs) – carpools, vanpools, and transit vehicles.",1743,,,,,,,,2015-2020
,,,,CA_City_NationalCity_2011_files_part31.htm,,,,,,,,False,True,Support SDG&E feed-in tariff or other policies that will encourage small-scale renewable energy systems like solar photovoltaics.,775,,,,,,,,2015-2020
,,,,CA_City_NationalCity_2011_files_part31.htm,,,,,,,,False,True,"Implement a program to reduce, reuse and recycle community construction and demolition waste.",254,,,,,,,,2015-2020
,,,,CA_City_NationalCity_2011_files_part31.htm,,,,,,,,False,True,Encourage employers to institute telework programs and alternative work schedules to reduce commuting during peak hours.,122,,,,,,,,2015-2020
,,,,CA_City_NationalCity_2011_files_part31.htm,,,,,,,,False,True,Continue to coordinate traffic signals to facilitate efficient traffic conditions.,80,,,,,,,,2015-2020
,,,,CA_City_Santee_2020_files_part82.htm,,,,,,,,False,True,Increase Energy Efficiency in Existing Residential Units,,,,,Residential,,,,
,,,,CA_City_Santee_2020_files_part82.htm,,,,,,,,False,True,Increase Energy Efficiency in New Residential Units,,,,,Residential,,,,
,,,,CA_City_Santee_2020_files_part82.htm,,,,,,,,False,True,Increase Energy Efficiency in Existing Commercial Units,,,,,Commercial,,,,
,,,,CA_City_Santee_2020_files_part82.htm,,,,,,,,False,True,Increase Energy Efficiency in New Commercial Units,,,,,Commercial,,,,
,,,,CA_City_Santee_2020_files_part82.htm,,,,,,,,True,True,Decrease Energy Demand through Reducing Urban Heat Island Effect,,,,,,,,,
,,,,CA_City_Santee_2020_files_part82.htm,,,,,,,,False,True,Decrease Greenhouse Gas Emissions through Reducing Vehicle Miles Traveled,,,,,Transportation,,,,
,,,,CA_City_Santee_2020_files_part82.htm,,,,,,,,False,True,Increase Use of Electric Vehicles,,,,,Transportation,,,,
,,,,CA_City_Santee_2020_files_part82.htm,,,,,,,,False,True,Improve Traffic Flow,,,,,Transportation,,,,
,,,,CA_City_Santee_2020_files_part82.htm,,,,,,,,False,True,Increase Distributed Renewable Energy Generation within Santee,,,,,Energy,,,,
,,,,CA_City_Santee_2020_files_part82.htm,,,,,,,,False,True,Community Choice Aggregation Program,,,,,Energy,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,N/A,,,N/A,,,False,True,Install residential PV systems,,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,,,,"4,457",,,False,True,Install commercial and industrial PV systems,,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,N/A,,,N/A,,,False,True,Promote building cogeneration for large commercial and industrial facilities,,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,,,,"7,986",,,False,True,Encourage single-family residential efficiency retrofits,,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,,,,"3,993",,,False,True,Encourage multi-family residential efficiency retrofits,,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,,,,"7,579",,,False,True,Encourage commercial and city facility efficiency retrofits,,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,N/A,,,N/A,,,False,True,"Promote commercial and city facility commissioning, or improving building operations",,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,N/A,,,N/A,,,False,True,Implementation of Green Building Code,,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,,,,22,,,False,True,Replace Incandescent bulbs with LED bulbs,,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,,,,"2,813",,,False,True,New construction residential and commercial solar water heater/heat pump installation & retrofit of existing residential,,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,,,,"6,325",,,False,True,Promote Transportation Demand Management,,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,,,,"49,912",,,False,True,Increase zero-emissions vehicle travel,,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,,,,"2,774",,,False,True,Develop more citywide renewable energy projects,,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,,,,713,,,False,True,"Reduce the GHG intensity of water supply conveyance, treatment and delivery",,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,,,,137,,,False,True,Encourage the installation of greywater and rainwater systems,,,,,,,,,
,,,,CA_City_Carlsbad_2020_files_part108.htm,,,,,"56,207",,,False,True,Implement Community Choice Energy,,,,,,,,,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,"(MT CO2e) 931,661","(MT CO2e) 1,915,290",,,False,True,Measure 1.1: Decarbonize Existing Buildings,,,,,Buildings,,,2030,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,45% reduction in natural gas usage,,,,False,True,Phase out 45% of natural gas usage from existing buildings by 2030,,,,,Buildings,,,2030,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,,90% reduction in natural gas usage,,,False,True,Phase out 90% of natural gas usage from existing buildings by 2035,,,,,Buildings,,,2035,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,,,,,False,True,Solar Panels,,,,,Renewable Energy,,,,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,,,,,False,True,Develop programs to promote energy efficiency and load management technologies with an emphasis in Communities of Concern.,,,,,Energy Efficiency,,,,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,,,,,False,True,Update the Building Energy Benchmarking Ordinance to expand enforcement and compliance.,,,,,Buildings,,,,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,,,,,False,True,Expand residential Photovoltaic deployment incentives/programs.,,,,,Renewable Energy,,,,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,,,,,False,True,"Switching to high efficiency electric heating, cooking, hot water, appliances, and car powered by renewable electricity",,,,,Energy Efficiency,,,,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,,,,,False,True,"Cut pollution and carbon emissions to zero by switching to high efficiency electric heating, cooking, hot water, appliances, and car powered by renewable electricity",,,,,Energy Efficiency,,Zero emissions,2030,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,,,,,False,True,Measure 1.2: Decarbonize New Building Development,,,,,Buildings,,,,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,"(MT CO2e) 15,148","(MT CO2e) 32,638",,,False,True,Measure 1.3: Decarbonize City Facilities,,,,,Municipal Facilities,,,,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,,,,,False,True,Phase out 50% of natural gas usage in municipal facilities by 2030,,,,,Municipal Facilities,,50% reduction in natural gas usage,2030,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,,,,,False,True,Phase out 100% natural gas usage in municipal facilities by 2035,,,,,Municipal Facilities,,100% reduction in natural gas usage,2035,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,,,,,False,True,Strategy 1 Supporting Actions: Remove high-Global Warming Potential refrigerants - develop a refrigerant management program that establishes a phaseout timeline for high-Global Warming Potential refrigerants.,,,,,Refrigerants,,,,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,,,,,False,True,Measure 2.1: Citywide Renewable Energy Generation,,,,,Renewable Energy,,,,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,"687,677 MT CO2e",,,,False,True,100% renewable or GHG-free power for all SDCP customers in the City of San Diego by 2030,,,,,Renewable Energy,,100% renewable or GHG-free power,2030,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,,"521,231 MT CO2e",,,False,True,100% renewable or GHG-free power for all SDCP customers in the City of San Diego by 2035,,,,,Renewable Energy,,100% renewable or GHG-free power,2035,
,,,,CA_City_SanDiego_2022_files_part30.htm,,,,"(MT CO2e) 11,042","(MT CO2e) 15,990",,,False,True,Measure 2.2: Increase Municipal Zero Emission Vehicles,,,,,Transportation,,,,
